# schema=2
# units: accel=m/s^2 (includes gravity), gyro=rad/s, latlon=deg WGS84, time=ms epoch anchored monotonic
# anchor: elapsedRealtimeNanos=116423195500635, currentTimeMillis=1787220487462
# device: samsung SM-S948B, android=16
# device_id=retrofit-sm-s948b-01
# nominal_rate_hz=100
# app_version=1.0
# battery_start_pct=91
# vehicle_id=95de9ea6-9c9f-4369-8b8f-bf542fa53f8d
# vehicle_type=van
# vehicle_make_model=Ford Transit
# vehicle_year=2011
# vehicle_suspension_type=torsion_beam
# vehicle_suspension_condition=worn
# vehicle_tire_size=215/75R16
# vehicle_tire_type=summer
# vehicle_load=half_load
# vehicle_mount=console
# vehicle_mount_rigid=true
# retrofit=v3.1-identity 2026-09-19 scripts/retrofit_v31.py
Time,Type,X,Y,Z,Latitude,Longitude
# event: t=1787220487474, type=accuracy_changed, sensor=gyro, accuracy=3
1787220488506,Accelerometer,0.29910284,-0.09571291,9.88475,,
1787220488513,Gyroscope,-0.0015271619,-0.0067195124,0.0061086477,,
1787220488514,Accelerometer,0.25842485,-0.09092726,10.169497,,
1787220488522,Gyroscope,9.162972E-4,-0.0042760535,-0.0042760535,,
1787220488523,Accelerometer,-0.043070808,-0.20817557,9.8632145,,
1787220488530,Gyroscope,0.0051923506,0.0018325944,0.0024434591,,
1787220488531,Accelerometer,0.30867413,-0.19381863,9.822537,,
1787220488539,Gyroscope,0.0015271619,-0.0024434591,-0.0048869182,,
1787220488540,Accelerometer,0.36131623,-0.11485548,9.834501,,
1787220488547,Gyroscope,-0.0015271619,-0.0067195124,0.0067195124,,
1787220488548,Accelerometer,0.27996024,-0.078963146,10.2317095,,
1787220488556,Gyroscope,0.0051923506,-0.0,-0.0048869182,,
1787220488557,Accelerometer,-0.02871387,-0.17706887,9.887143,,
1787220488564,Gyroscope,0.009468404,0.011606431,0.0036651888,,
1787220488565,Accelerometer,0.26081768,-0.18664017,9.815358,,
1787220488573,Gyroscope,9.162972E-4,-0.0,-0.0061086477,,
1787220488574,Accelerometer,0.43070808,-0.12921242,9.705289,,
1787220488581,Gyroscope,-0.012522728,-0.012217295,0.0067195124,,
1787220488582,Accelerometer,0.25603202,-0.0741775,10.202995,,
1787220488590,Gyroscope,-0.0070249448,-0.016493348,-0.0042760535,,
1787220488591,Accelerometer,0.02871387,-0.16749759,9.939785,,
1787220488598,Gyroscope,0.0033597562,0.0012217296,0.0036651888,,
1787220488599,Accelerometer,0.20338993,-0.2009971,9.906285,,
1787220488607,Gyroscope,0.00763581,0.0067195124,-0.005497783,,
1787220488608,Accelerometer,0.48095736,-0.148355,9.810573,,
1787220488615,Gyroscope,-3.054324E-4,-0.0,0.005497783,,
1787220488616,Accelerometer,0.2727818,-0.04546363,10.116854,,
1787220488624,Gyroscope,0.0027488915,-0.008552107,-0.0036651888,,
1787220488625,Accelerometer,0.1268196,-0.1794617,9.963714,,
1787220488632,Gyroscope,0.003970621,-6.108648E-4,0.0012217296,,
1787220488633,Accelerometer,0.1268196,-0.17706887,9.796216,,
1787220488641,Gyroscope,0.003970621,-0.0036651888,-0.0048869182,,
1787220488642,Accelerometer,0.51206404,-0.148355,9.829716,,
1787220488650,Gyroscope,-0.0051923506,-0.0097738365,0.0030543238,,
1787220488650,Accelerometer,0.29671,-0.04546363,10.126426,,
1787220488658,Gyroscope,0.0021380268,-0.012217295,-6.108648E-4,,
1787220488659,Accelerometer,0.1698904,-0.14117654,10.049855,,
1787220488667,Gyroscope,0.011911863,0.0030543238,-6.108648E-4,,
1787220488667,Accelerometer,0.069391854,-0.18903299,9.875179,,
1787220488675,Gyroscope,0.013744458,0.0048869182,-0.0036651888,,
1787220488676,Accelerometer,0.5192425,-0.15553348,9.710074,,
1787220488684,Gyroscope,-0.0027488915,-0.0030543238,6.108648E-4,,
1787220488684,Accelerometer,0.30867413,-0.05503492,10.054641,,
1787220488693,Accelerometer,0.23449662,-0.11724831,10.068997,,
1787220488692,Gyroscope,-0.0058032153,-0.0140498895,0.0018325944,,
1787220488701,Gyroscope,3.054324E-4,-0.0036651888,-0.0018325944,,
1787220488701,Accelerometer,0.069391854,-0.17706887,9.848858,,
1787220488709,Gyroscope,0.0058032153,0.0018325944,-6.108648E-4,,
1787220488710,Accelerometer,0.485743,-0.16749759,9.798609,,
1787220488718,Gyroscope,-3.054324E-4,-0.0012217296,-0.0018325944,,
1787220488718,Accelerometer,0.33499518,-0.05503492,9.980463,,
1787220488726,Gyroscope,9.162972E-4,-0.0067195124,0.0036651888,,
1787220488727,Accelerometer,0.3182454,-0.0741775,10.188639,,
1787220488735,Gyroscope,0.008857539,-0.0036651888,-0.0030543238,,
1787220488735,Accelerometer,0.0526421,-0.1698904,9.839287,,
1787220488743,Gyroscope,0.011300999,0.0030543238,-0.0,,
1787220488744,Accelerometer,0.4354937,-0.18664017,9.722038,,
1787220488752,Gyroscope,9.162972E-4,-0.0042760535,-0.0030543238,,
1787220488752,Accelerometer,0.39720857,-0.06699903,9.887143,,
1787220488760,Gyroscope,-0.004581486,-0.014660755,0.0048869182,,
1787220488761,Accelerometer,0.37806597,-0.05742774,10.284351,,
1787220488769,Gyroscope,0.0021380268,-0.008552107,-0.0048869182,,
1787220488769,Accelerometer,0.033499517,-0.18185452,9.834501,,
1787220488777,Gyroscope,0.008857539,0.0048869182,0.0018325944,,
1787220488778,Accelerometer,0.3804588,-0.19621146,9.738789,,
1787220488786,Gyroscope,0.0033597562,-0.0024434591,-0.0061086477,,
1787220488786,Accelerometer,0.485743,-0.086141616,9.913465,,
1787220488794,Gyroscope,-0.0021380268,-0.009162972,0.0061086477,,
